"节点","url","Url正则","title","Title正则","keywords"
"外设耗材","http://www.xici.net/t_%CD%E2%C9%E8%BA%C4%B2%C4.htm","^/t_%CD%E2%C9%E8%BA%C4%B2%C4\.htm$","【外设耗材】论坛_社区_bbs_西祠数码_西祠胡同",,"外设耗材,论坛,社区,bbs,外设耗材图片,西祠数码,西祠外设耗材"
,,,,,
"体育首页","http://www.xici.net/sport/","^/sport/$","【体育论坛】社区_bbs_西祠体育_西祠胡同",,"体育论坛,社区,bbs,西祠体育"
"体育热门论坛列表","http://www.xici.net/s/?t=1&k=%CC%E5%D3%FD&st=0","^/s/?t=1&k=%CC%E5%D3%FD&st=0$","【体育热门论坛】社区_bbs_西祠文艺_西祠胡同",,"体育论坛,社区,bbs,西祠体育"
"帖子页","http://www.xici.net/b1382130/",,"【新苗体育】南京体育论坛_论坛_社区_bbs_西祠体育_西祠胡同",,"新苗体育,南京体育论坛,论坛,社区,bbs,西祠体育"
"帖子详情页","http://www.xici.net/d177981893.htm",,"【减肥训练营开班啦】新苗体育_南京体育论坛_论坛_社区_bbs_西祠体育_西祠胡同",,"新苗体育,南京体育论坛,论坛,社区,bbs,西祠体育"
"足球","http://www.xici.net/t_%D7%E3%C7%F2.htm","^/t_%D7%E3%C7%F2\.htm$","【足球】论坛_社区_bbs_西祠体育_西祠胡同",,"足球,论坛,社区,bbs,足球图片,西祠足球"
"篮球","http://www.xici.net/t_%C0%BA%C7%F2.htm","^/t_%C0%BA%C7%F2\.htm$","【篮球】论坛_社区_bbs_西祠体育_西祠胡同",,"篮球,论坛,社区,bbs,篮球图片,西祠篮球"
"排球","http://www.xici.net/t_%C5%C5%C7%F2.htm","^/t_%C5%C5%C7%F2\.htm$","【排球】论坛_社区_bbs_西祠体育_西祠胡同",,"排球,论坛,社区,bbs,排球图片,西祠排球"
"羽毛球","http://www.xici.net/t_%D3%F0%C3%AB%C7%F2.htm","^/t_%D3%F0%C3%AB%C7%F2\.htm$","【羽毛球】论坛_社区_bbs_西祠体育_西祠胡同",,"羽毛球,论坛,社区,bbs,羽毛球图片,西祠羽毛球"
"网球","http://www.xici.net/t_%CD%F8%C7%F2.htm","^/t_%CD%F8%C7%F2\.htm$","【网球】论坛_社区_bbs_西祠体育_西祠胡同",,"网球,论坛,社区,bbs,网球图片,西祠网球"
"乒乓球","http://www.xici.net/t_%C6%B9%C5%D2%C7%F2.htm","^/t_%C6%B9%C5%D2%C7%F2\.htm$","【乒乓球】论坛_社区_bbs_西祠体育_西祠胡同",,"乒乓球,论坛,社区,bbs,乒乓球图片,西祠乒乓球"
"游泳","http://www.xici.net/t_%D3%CE%D3%BE.htm","^/t_%D3%CE%D3%BE\.htm$","【游泳】论坛_社区_bbs_西祠体育_西祠胡同",,"游泳,论坛,社区,bbs,游泳图片,西祠游泳"
"台球","http://www.xici.net/t_%CC%A8%C7%F2.htm","^/t_%CC%A8%C7%F2\.htm$","【台球】论坛_社区_bbs_西祠体育_西祠胡同",,"台球,论坛,社区,bbs,台球图片,西祠台球"
"棋牌","http://www.xici.net/t_%C6%E5%C5%C6.htm","^/t_%C6%E5%C5%C6\.htm$","【棋牌】论坛_社区_bbs_西祠体育_西祠胡同",,"棋牌,论坛,社区,bbs,棋牌图片,西祠棋牌"
"健身","http://www.xici.net/t_%BD%A1%C9%ED.htm","^/t_%BD%A1%C9%ED\.htm$","【健身】论坛_社区_bbs_西祠体育_西祠胡同",,"健身,论坛,社区,bbs,健身图片,西祠健身"
"武术","http://www.xici.net/t_%CE%E4%CA%F5.htm","^/t_%CE%E4%CA%F5\.htm$","【武术】论坛_社区_bbs_西祠体育_西祠胡同",,"武术,论坛,社区,bbs,武术图片,西祠武术"
"轮滑","http://www.xici.net/t_%C2%D6%BB%AC.htm","^/t_%C2%D6%BB%AC\.htm$","【轮滑】论坛_社区_bbs_西祠体育_西祠胡同",,"轮滑,论坛,社区,bbs,轮滑图片,西祠轮滑"
"单车","http://www.xici.net/t_%B5%A5%B3%B5.htm","^/t_%B5%A5%B3%B5\.htm$","【单车】论坛_社区_bbs_西祠体育_西祠胡同",,"单车,论坛,社区,bbs,单车图片,西祠单车"
"钓鱼","http://www.xici.net/t_%B5%F6%D3%E3.htm","^/t_%B5%F6%D3%E3\.htm$","【钓鱼】论坛_社区_bbs_西祠体育_西祠胡同",,"钓鱼,论坛,社区,bbs,钓鱼图片,西祠钓鱼"
"户外","http://www.xici.net/t_%BB%A7%CD%E2.htm","^/t_%BB%A7%CD%E2\.htm$","【户外】论坛_社区_bbs_西祠体育_西祠胡同",,"户外,论坛,社区,bbs,户外图片,西祠户外"
"体育用品","http://www.xici.net/t_%CC%E5%D3%FD%D3%C3%C6%B7.htm","^/t_%CC%E5%D3%FD%D3%C3%C6%B7\.htm$","【体育用品】论坛_社区_bbs_西祠体育_西祠胡同",,"体育用品,论坛,社区,bbs,体育用品图片,西祠体育用品"
"休闲运动","http://www.xici.net/t_%D0%DD%CF%D0%D4%CB%B6%AF.htm","^/t_%D0%DD%CF%D0%D4%CB%B6%AF\.htm$","【休闲运动】论坛_社区_bbs_西祠体育_西祠胡同",,"休闲运动,论坛,社区,bbs,休闲运动图片,西祠休闲运动"
"竞技项目","http://www.xici.net/t_%BE%BA%BC%BC%CF%EE%C4%BF.htm","^/t_%BE%BA%BC%BC%CF%EE%C4%BF\.htm$","【竞技项目】论坛_社区_bbs_西祠体育_西祠胡同",,"竞技项目,论坛,社区,bbs,竞技项目图片,西祠竞技项目"
,,,,,
"文艺首页","http://www.xici.net/art/","^/art/$","【文艺论坛】社区_bbs_西祠文艺_西祠胡同",,"文艺论坛,社区,bbs,西祠文艺"
"文艺热门论坛列表","http://www.xici.net/s/?t=1&k=%CE%C4%D2%D5&st=0","^/s/?t=1&k=%CE%C4%D2%D5&st=0$","【文艺热门论坛】社区_bbs_西祠文艺_西祠胡同",,"文艺论坛,社区,bbs,西祠文艺"
"帖子页","http://www.xici.net/b457658/",,"【文艺青年之家】南京文艺论坛_论坛_社区_bbs_西祠文艺_西祠胡同",,"文艺青年之家,南京文艺论坛,论坛,社区,bbs,西祠文艺"
"帖子详情页","http://www.xici.net/d178042577.htm",,"【只爱陌生人】文艺青年之家_南京文艺论坛_论坛_社区_bbs_西祠文艺_西祠胡同",,"文艺青年之家,南京文艺论坛,论坛,社区,bbs,西祠文艺"
"小说","http://www.xici.net/t_%D0%A1%CB%B5.htm","^/t_%D0%A1%CB%B5\.htm$","【小说】论坛_社区_bbs_西祠文艺_西祠胡同",,"小说,论坛,社区,bbs,西祠文艺,小说图片,西祠小说"
"散文","http://www.xici.net/t_%C9%A2%CE%C4.htm","^/t_%C9%A2%CE%C4\.htm$","【散文】论坛_社区_bbs_西祠文艺_西祠胡同",,"散文,论坛,社区,bbs,西祠文艺,散文图片,西祠散文"
"诗歌","http://www.xici.net/t_%CA%AB%B8%E8.htm","^/t_%CA%AB%B8%E8\.htm$","【诗歌】论坛_社区_bbs_西祠文艺_西祠胡同",,"诗歌,论坛,社区,bbs,西祠文艺,诗歌图片,西祠诗歌"
"评论","http://www.xici.net/t_%C6%C0%C2%DB.htm","^/t_%C6%C0%C2%DB\.htm$","【评论】论坛_社区_bbs_西祠文艺_西祠胡同",,"评论,论坛,社区,bbs,西祠文艺,评论图片,西祠评论"
"书法绘画","http://www.xici.net/t_%CA%E9%B7%A8%BB%E6%BB%AD.htm","^/t_%CA%E9%B7%A8%BB%E6%BB%AD\.htm$","【书法绘画】论坛_社区_bbs_西祠文艺_西祠胡同",,"书法绘画,论坛,社区,bbs,西祠文艺,书法绘画图片,西祠书法绘画"
"古玩收藏","http://www.xici.net/t_%B9%C5%CD%E6%CA%D5%B2%D8.htm","^/t_%B9%C5%CD%E6%CA%D5%B2%D8\.htm$","【古玩收藏】论坛_社区_bbs_西祠文艺_西祠胡同",,"古玩收藏,论坛,社区,bbs,西祠文艺,古玩收藏图片,西祠古玩收藏"
"民俗","http://www.xici.net/t_%C3%F1%CB%D7.htm","^/t_%C3%F1%CB%D7\.htm$","【民俗】论坛_社区_bbs_西祠文艺_西祠胡同",,"民俗,论坛,社区,bbs,西祠文艺,民俗图片,西祠民俗"
"舞蹈","http://www.xici.net/t_%CE%E8%B5%B8.htm","^/t_%CE%E8%B5%B8\.htm$","【舞蹈】论坛_社区_bbs_西祠文艺_西祠胡同",,"舞蹈,论坛,社区,bbs,舞蹈图片,西祠文艺,西祠舞蹈"
"表演","http://www.xici.net/t_%B1%ED%D1%DD.htm","^/t_%B1%ED%D1%DD\.htm$","【表演】论坛_社区_bbs_西祠文艺_西祠胡同",,"表演,论坛,社区,bbs,表演图片,西祠文艺,西祠表演"
"民乐","http://www.xici.net/t_%C3%F1%C0%D6.htm","^/t_%C3%F1%C0%D6\.htm$","【民乐】论坛_社区_bbs_西祠文艺_西祠胡同",,"民乐,论坛,社区,bbs,民乐图片,西祠文艺,西祠民乐"
"流行音乐","http://www.xici.net/t_%C1%F7%D0%D0%D2%F4%C0%D6.htm","^/t_%C1%F7%D0%D0%D2%F4%C0%D6\.htm$","【流行音乐】论坛_社区_bbs_西祠文艺_西祠胡同",,"流行音乐,论坛,社区,bbs,流行音乐图片,西祠文艺,西祠流行音乐"
"古典音乐","http://www.xici.net/t_%B9%C5%B5%E4%D2%F4%C0%D6.htm","^/t_%B9%C5%B5%E4%D2%F4%C0%D6\.htm$","【古典音乐】论坛_社区_bbs_西祠文艺_西祠胡同",,"古典音乐,论坛,社区,bbs,古典音乐图片,西祠古典音乐,西祠文艺"
,,,,,
"娱乐首页","http://www.xici.net/ent/","^/ent/$","【娱乐论坛】社区_bbs_西祠娱乐_西祠胡同",,"娱乐论坛,社区,bbs,西祠娱乐"
"娱乐热门论坛列表","http://www.xici.net/s/?t=1&k=%D3%E9%C0%D6&st=0","^/s/?t=1&k=%D3%E9%C0%D6&st=0$","【娱乐热门论坛】社区_bbs_西祠娱乐_西祠胡同",,"娱乐论坛,社区,bbs,西祠娱乐"
"帖子页","http://www.xici.net/b271373/",,"【南京娱乐圈】南京时尚论坛_论坛_社区_bbs_西祠娱乐_西祠胡同",,"南京娱乐圈,南京时尚论坛,论坛,社区,bbs,西祠娱乐"
"帖子详情页","http://www.xici.net/d178065781.htm",,"【2012济南国际糖酒会】南京娱乐圈_南京时尚论坛_论坛_社区_bbs_西祠娱乐_西祠胡同",,"南京娱乐圈,南京时尚论坛,论坛,社区,bbs,西祠娱乐"
"明星","http://www.xici.net/t_%C3%F7%D0%C7.htm","^/t_%C3%F7%D0%C7\.htm$","【明星】论坛_社区_bbs_西祠娱乐_西祠胡同",,"明星,论坛,社区,bbs,明星图片,西祠娱乐,西祠明星"
"音乐","http://www.xici.net/t_%D2%F4%C0%D6.htm","^/t_%D2%F4%C0%D6\.htm$","【音乐】论坛_社区_bbs_西祠娱乐_西祠胡同",,"音乐,论坛,社区,bbs,音乐图片,西祠娱乐,西祠音乐"
"电影","http://www.xici.net/t_%B5%E7%D3%B0.htm","^/t_%B5%E7%D3%B0\.htm$","【电影】论坛_社区_bbs_西祠娱乐_西祠胡同",,"电影,论坛,社区,bbs,电影图片,西祠娱乐,西祠电影"
"电视剧","http://www.xici.net/t_%B5%E7%CA%D3%BE%E7.htm","^/t_%B5%E7%CA%D3%BE%E7\.htm$","【电视剧】论坛_社区_bbs_西祠娱乐_西祠胡同",,"电视剧,论坛,社区,bbs,电视剧图片,西祠娱乐,西祠电视剧"
"演出","http://www.xici.net/t_%D1%DD%B3%F6.htm","^/t_%D1%DD%B3%F6\.htm$","【演出】论坛_社区_bbs_西祠娱乐_西祠胡同",,"演出,论坛,社区,bbs,演出图片,西祠娱乐,西祠演出"
"动漫","http://www.xici.net/t_%B6%AF%C2%FE.htm","^/t_%B6%AF%C2%FE\.htm$","【动漫】论坛_社区_bbs_西祠娱乐_西祠胡同",,"动漫,论坛,社区,bbs,动漫图片,西祠娱乐,西祠动漫"
"网游","http://www.xici.net/t_%CD%F8%D3%CE.htm","^/t_%CD%F8%D3%CE\.htm$","【网游】论坛_社区_bbs_西祠娱乐_西祠胡同",,"网游,论坛,社区,bbs,网游图片,西祠娱乐,西祠网游"
"桌游","http://www.xici.net/t_%D7%C0%D3%CE.htm","^/t_%D7%C0%D3%CE\.htm$","【桌游】论坛_社区_bbs_西祠娱乐_西祠胡同",,"桌游,论坛,社区,bbs,桌游图片,西祠娱乐,西祠桌游"
,,,,,
"院校首页","http://www.xici.net/school/","^/school/$","【院校论坛】社区_bbs_西祠院校_西祠胡同",,"院校论坛,社区,bbs,西祠院校"
"院校热门论坛列表","http://www.xici.net/s/?t=1&k=%D4%BA%D0%A3&st=0","^/s/?t=1&k=%D4%BA%D0%A3&st=0$","【院校热门论坛】社区_bbs_西祠院校_西祠胡同",,"院校论坛,社区,bbs,西祠院校"
"帖子页","http://www.xici.net/b1145671/",,"【陕西成教院校】西安教育论坛_论坛_社区_bbs_西祠院校_西祠胡同",,"山西成教院校,西安教育论坛,论坛,社区,bbs,西祠院校"
"帖子详情页","http://www.xici.net/d121618519.htm",,"【陕西自考招生信息网】陕西成教院校_西安教育论坛_论坛_社区_bbs_西祠院校_西祠胡同",,"山西成教院校,西安教育论坛,论坛,社区,bbs,西祠院校"
"高校","http://www.xici.net/t_%B8%DF%D0%A3.htm","^/t_%B8%DF%D0%A3\.htm$","【高校】论坛_社区_bbs_西祠院校_西祠胡同",,"高校,论坛,社区,bbs,西祠院校,高校图片,西祠高校"
"社团","http://www.xici.net/t_%C9%E7%CD%C5.htm","^/t_%C9%E7%CD%C5\.htm$","【社团】论坛_社区_bbs_西祠院校_西祠胡同",,"社团,论坛,社区,bbs,西祠院校,社团图片,西祠社团"
"职校","http://www.xici.net/t_%D6%B0%D0%A3.htm","^/t_%D6%B0%D0%A3\.htm$","【职校】论坛_社区_bbs_西祠院校_西祠胡同",,"职校,论坛,社区,bbs,西祠院校,职校图片,西祠职校"
"中学","http://www.xici.net/t_%D6%D0%D1%A7.htm","^/t_%D6%D0%D1%A7\.htm$","【中学】论坛_社区_bbs_西祠院校_西祠胡同",,"中学,论坛,社区,bbs,西祠院校,中学图片,西祠中学"
"考试","http://www.xici.net/t_%BF%BC%CA%D4.htm","^/t_%BF%BC%CA%D4\.htm$","【考试】论坛_社区_bbs_西祠院校_西祠胡同",,"考试,论坛,社区,bbs,西祠院校,考试图片,西祠考试"
"留学","http://www.xici.net/t_%C1%F4%D1%A7.htm","^/t_%C1%F4%D1%A7\.htm$","【留学】论坛_社区_bbs_西祠院校_西祠胡同",,"留学,论坛,社区,bbs,西祠院校,留学图片,西祠留学"
"外语","http://www.xici.net/t_%CD%E2%D3%EF.htm","^/t_%CD%E2%D3%EF\.htm$","【外语】论坛_社区_bbs_西祠院校_西祠胡同",,"外语,论坛,社区,bbs,西祠院校,外语图片,西祠外语"
"培训","http://www.xici.net/t_%C5%E0%D1%B5.htm","^/t_%C5%E0%D1%B5\.htm$","【培训】论坛_社区_bbs_西祠院校_西祠胡同",,"培训,论坛,社区,bbs,西祠院校,培训图片,西祠培训"
"求职","http://www.xici.net/t_%C7%F3%D6%B0.htm","^/t_%C7%F3%D6%B0\.htm$","【求职】论坛_社区_bbs_西祠院校_西祠胡同",,"求职,论坛,社区,bbs,西祠院校,求职图片,西祠求职"
,,,,,
"职场首页","http://www.xici.net/work/","^/work/$","【职场论坛】社区_bbs_西祠职场_西祠胡同",,"职场论坛,社区,bbs,西祠职场"
"职场热门论坛列表","http://www.xici.net/s/?t=1&k=%D6%B0%B3%A1&st=0","^/s/?t=1&k=%D6%B0%B3%A1&st=0$","【职场热门论坛】社区_bbs_西祠职场_西祠胡同",,"职场论坛,社区,bbs,西祠职场"
"帖子页","http://www.xici.net/b873443/",,"【职场大联盟】南京职场论坛_论坛_社区_bbs_西祠职场_西祠胡同",,"职场大联盟,南京职场论坛,论坛,社区,bbs,西祠职场"
"帖子详情页","http://www.xici.net/d178032285.htm",,"【万圣节版聚照片】职场大联盟_论坛_社区_bbs_西祠职场_西祠胡同",,"职场大联盟,南京职场论坛,论坛,社区,bbs,西祠职场"
"军人","http://www.xici.net/t_%BE%FC%C8%CB.htm","^/t_%BE%FC%C8%CB\.htm$","【军人】论坛_社区_bbs_西祠职场_西祠胡同",,"军人,论坛,社区,bbs,西祠职场,军人图片,西祠军人"
"教师","http://www.xici.net/t_%BD%CC%CA%A6.htm","^/t_%BD%CC%CA%A6\.htm$","【教师】论坛_社区_bbs_西祠职场_西祠胡同",,"教师,论坛,社区,bbs,西祠职场,教师图片,西祠教师"
"公务员","http://www.xici.net/t_%B9%AB%CE%F1%D4%B1.htm","^/t_%B9%AB%CE%F1%D4%B1\.htm$","【公务员】论坛_社区_bbs_西祠职场_西祠胡同",,"公务员,论坛,社区,bbs,西祠职场,公务员图片,西祠公务员"
"记者","http://www.xici.net/t_%BC%C7%D5%DF.htm","^/t_%BC%C7%D5%DF\.htm$","【记者】论坛_社区_bbs_西祠职场_西祠胡同",,"记者,论坛,社区,bbs,西祠职场,记者图片,西祠记者"
"律师","http://www.xici.net/t_%C2%C9%CA%A6.htm","^/t_%C2%C9%CA%A6\.htm$","【律师】论坛_社区_bbs_西祠职场_西祠胡同",,"律师,论坛,社区,bbs,西祠职场,律师图片,西祠律师"
"人力资源","http://www.xici.net/t_%C8%CB%C1%A6%D7%CA%D4%B4.htm","^/t_%C8%CB%C1%A6%D7%CA%D4%B4\.htm$","【人力资源】论坛_社区_bbs_西祠职场_西祠胡同",,"人力资源,论坛,社区,bbs,西祠职场,人力资源图片,西祠人力资源"
"餐饮","http://www.xici.net/t_%B2%CD%D2%FB.htm","^/t_%B2%CD%D2%FB\.htm$","【餐饮】论坛_社区_bbs_西祠职场_西祠胡同",,"餐饮,论坛,社区,bbs,西祠职场,餐饮图片,西祠餐饮"
"财会","http://www.xici.net/t_%B2%C6%BB%E1.htm","^/t_%B2%C6%BB%E1\.htm$","【财会】论坛_社区_bbs_西祠职场_西祠胡同",,"财会,论坛,社区,bbs,西祠职场,财会图片,西祠财会"
"银行","http://www.xici.net/t_%D2%F8%D0%D0.htm","^/t_%D2%F8%D0%D0\.htm$","【银行】论坛_社区_bbs_西祠职场_西祠胡同",,"银行,论坛,社区,bbs,西祠职场,银行图片,西祠银行"
"外贸","http://www.xici.net/t_%CD%E2%C3%B3.htm","^/t_%CD%E2%C3%B3\.htm$","【外贸】论坛_社区_bbs_西祠职场_西祠胡同",,"外贸,论坛,社区,bbs,西祠职场,外贸图片,西祠外贸"
"设计师","http://www.xici.net/t_%C9%E8%BC%C6%CA%A6.htm","^/t_%C9%E8%BC%C6%CA%A6\.htm$","【设计师】论坛_社区_bbs_西祠职场_西祠胡同",,"设计师,论坛,社区,bbs,西祠职场,设计师图片,西祠设计师"
"广告人","http://www.xici.net/t_%B9%E3%B8%E6%C8%CB.htm","^/t_%B9%E3%B8%E6%C8%CB\.htm$","【广告人】论坛_社区_bbs_西祠职场_西祠胡同",,"广告人,论坛,社区,bbs,西祠职场,广告人图片,西祠广告人"
"通信","http://www.xici.net/t_%CD%A8%D0%C5.htm","^/t_%CD%A8%D0%C5\.htm$","【通信】论坛_社区_bbs_西祠职场_西祠胡同",,"通信,论坛,社区,bbs,西祠职场,通信图片,西祠通信"
"互联网","http://www.xici.net/t_%BB%A5%C1%AA%CD%F8.htm","^/t_%BB%A5%C1%AA%CD%F8\.htm$","【互联网】论坛_社区_bbs_西祠职场_西祠胡同",,"互联网,论坛,社区,bbs,西祠职场,互联网图片,西祠互联网"
"营销","http://www.xici.net/t_%D3%AA%CF%FA.htm","^/t_%D3%AA%CF%FA\.htm$","【营销】论坛_社区_bbs_西祠职场_西祠胡同",,"营销,论坛,社区,bbs,西祠职场,营销图片,西祠营销"
"创业","http://www.xici.net/t_%B4%B4%D2%B5.htm","^/t_%B4%B4%D2%B5\.htm$","【创业】论坛_社区_bbs_西祠职场_西祠胡同",,"创业,论坛,社区,bbs,西祠职场,创业图片,西祠创业"
